OBJECTID,Statistical Areas Level 2 2021 code,Statistical Areas Level 2 2021 name,Area in square kilometres,Uniform Resource Identifier,The base year for projected persons (2022),Projected persons (2023),Projected persons (2024),Projected persons (2025),Projected persons (2026),Projected persons (2027),Projected persons (2028),Projected persons (2029),Projected persons (2030),Projected persons (2031),Projected persons (2032),The base year for annual population change (2022),Annual population change (2023),Annual population change (2024),Annual population change (2025),Annual population change (2026),Annual population change (2027),Annual population change (2028),Annual population change (2029),Annual population change (2030),Annual population change (2031),Annual population change (2032),The base year for population change (2022),Relative population change (2023),Relative population change (2024),Relative population change (2025),Relative population change (2026),Relative population change (2027),Relative population change (2028),Relative population change (2029),Relative population change (2030),Relative population change (2031),Relative population change (2032),The base year for percentage annual population change (2022),Percentage annual population change (2023),Percentage annual population change (2024),Percentage annual population change (2025),Percentage annual population change (2026),Percentage annual population change (2027),Percentage annual population change (2028),Percentage annual population change (2029),Percentage annual population change (2030),Percentage annual population change (2031),Percentage annual population change (2032),The base year for percentage relative population change (2022),Percentage relative population change (2023),Percentage relative population change (2024),Percentage relative population change (2025),Percentage relative population change (2026),Percentage relative population change (2027),Percentage relative population change (2028),Percentage relative population change (2029),Percentage relative population change (2030),Percentage relative population change (2031),Percentage relative population change (2032),globalid,Shape__Area,Shape__Length
814,207011152,Hawthorn East,3.824,https://linked.data.gov.au/dataset/asgsed3/SA2/207011152,16100,16469,16736,16995,17242,17476,17696,17893,18068,18223,18352,0,369,267,259,247,234,220,197,175,155,129,0,369,636,895,1142,1376,1596,1793,1968,2123,2252,0,2.291925,1.621228,1.547562,1.453369,1.357151,1.258869,1.113246,0.978036,0.85787,0.707897,0,2.291925,3.950311,5.559006,7.093168,8.546584,9.913043,11.136646,12.223602,13.186335,13.987578,3463f2e6-4266-419b-a40c-21f67fac748e,0.000391414995192463,0.0898921610322104
815,207011154,Kew East,4.0154,https://linked.data.gov.au/dataset/asgsed3/SA2/207011154,6567,6605,6617,6631,6651,6670,6690,6704,6713,6719,6718,0,38,12,14,20,19,20,14,9,6,-1,0,38,50,64,84,103,123,137,146,152,151,0,0.578651,0.181681,0.211576,0.301614,0.285671,0.29985,0.209268,0.134248,0.089379,-0.014883,0,0.578651,0.761383,0.97457,1.279123,1.568448,1.873001,2.086189,2.223237,2.314603,2.299376,9d73c257-c86b-4d7a-a26a-478689d66a20,0.000410744392866036,0.114834664948369
816,207011155,Surrey Hills (West) - Canterbury,5.7026,https://linked.data.gov.au/dataset/asgsed3/SA2/207011155,15898,16088,16207,16306,16397,16474,16537,16585,16609,16624,16623,0,190,119,99,91,77,63,48,24,15,-1,0,190,309,408,499,576,639,687,711,726,725,0,1.195119,0.739682,0.610847,0.558077,0.469598,0.382421,0.290258,0.144709,0.090312,-0.006015,0,1.195119,1.943641,2.566361,3.13876,3.623097,4.019374,4.321298,4.472261,4.566612,4.560322,d2f54c62-6a50-4b77-a491-e4b6f79bce94,0.000583563763484563,0.130579399125637
817,207011519,Hawthorn - North,2.4558,https://linked.data.gov.au/dataset/asgsed3/SA2/207011519,10046,10262,10411,10553,10695,10832,10954,11065,11162,11244,11316,0,216,149,142,142,137,122,111,97,82,72,0,216,365,507,649,786,908,1019,1116,1198,1270,0,2.150109,1.451959,1.363942,1.345589,1.280972,1.126292,1.013328,0.876638,0.734635,0.640342,0,2.150109,3.633287,5.046785,6.460283,7.82401,9.038423,10.143341,11.108899,11.925144,12.641848,b7d806e6-1b46-4567-b90c-85054a05e70f,0.000251288500294322,0.082400777693229
818,207011520,Hawthorn - South,3.2163,https://linked.data.gov.au/dataset/asgsed3/SA2/207011520,12269,12726,13055,13375,13683,13973,14241,14487,14709,14906,15076,0,457,329,320,308,290,268,246,222,197,170,0,457,786,1106,1414,1704,1972,2218,2440,2637,2807,0,3.724835,2.585259,2.451168,2.302804,2.119418,1.917985,1.727407,1.532408,1.339316,1.14048,0,3.724835,6.40639,9.01459,11.524982,13.888662,16.07303,18.078083,19.887521,21.493194,22.8788,403c0bbb-f525-47f9-9890-7c7c5bd51b82,0.000329146618241793,0.0947543455247473
819,207011521,Kew - South,4.3235,https://linked.data.gov.au/dataset/asgsed3/SA2/207011521,11732,11785,11786,11791,11798,11807,11806,11798,11783,11763,11729,0,53,1,5,7,9,-1,-8,-15,-20,-34,0,53,54,59,66,75,74,66,51,31,-3,0,0.451756,0.008485,0.042423,0.059367,0.076284,-0.00847,-0.067762,-0.12714,-0.169736,-0.289042,0,0.451756,0.46028,0.502898,0.562564,0.639277,0.630753,0.562564,0.434708,0.264235,-0.025571,bb6d7999-43d6-4ed4-b5c1-c6667f9ce6ca,0.000442320999809453,0.0959846600913039
820,207011522,Kew - West,6.2106,https://linked.data.gov.au/dataset/asgsed3/SA2/207011522,13179,13256,13272,13293,13313,13342,13360,13366,13361,13347,13318,0,77,16,21,20,29,18,6,-5,-14,-29,0,77,93,114,134,163,181,187,182,168,139,0,0.584263,0.1207,0.158228,0.150455,0.217832,0.134912,0.04491,-0.037408,-0.104783,-0.217277,0,0.584263,0.705668,0.865013,1.016769,1.236816,1.373397,1.418924,1.380985,1.274755,1.054708,926f1a7d-e13e-4452-8b8b-ced3c6a4ed07,0.000635284899999533,0.203742920437884
821,207021156,Bulleen,6.6711,https://linked.data.gov.au/dataset/asgsed3/SA2/207021156,11428,11516,11558,11595,11632,11664,11692,11710,11720,11723,11720,0,88,42,37,37,32,28,18,10,3,-3,0,88,130,167,204,236,264,282,292,295,292,0,0.770039,0.36471,0.320125,0.319103,0.275103,0.240055,0.153951,0.085397,0.025597,-0.025591,0,0.770039,1.137557,1.461323,1.785089,2.065103,2.310116,2.467623,2.555128,2.581379,2.555128,2e86f813-2206-41c7-8b86-11ad328506df,0.000682168947605533,0.172628935121489
822,207021157,Doncaster,8.7738,https://linked.data.gov.au/dataset/asgsed3/SA2/207021157,25661,26860,27816,28731,29614,30461,31261,32021,32736,33407,34031,0,1199,956,915,883,847,800,760,715,671,624,0,1199,2155,3070,3953,4800,5600,6360,7075,7746,8370,0,4.67246,3.559196,3.289474,3.073335,2.860134,2.626309,2.431144,2.23291,2.049731,1.867872,0,4.67246,8.397958,11.96368,15.4047,18.705428,21.823,24.784693,27.571022,30.185885,32.617591,d34f4807-1ac3-45cb-ad01-2e14b39e1a12,0.000897435541446612,0.150810617147611
823,207021159,Templestowe,16.1176,https://linked.data.gov.au/dataset/asgsed3/SA2/207021159,17154,17363,17488,17601,17701,17789,17865,17926,17971,18002,18012,0,209,125,113,100,88,76,61,45,31,10,0,209,334,447,547,635,711,772,817,848,858,0,1.218375,0.719922,0.646157,0.56815,0.497147,0.42723,0.34145,0.251032,0.1725,0.055549,0,1.218375,1.947068,2.605806,3.188761,3.701761,4.144806,4.500408,4.762738,4.943453,5.001749,74c28ec5-6d31-44a2-a013-b359ff0bb02f,0.00164778422640666,0.216359292977732
824,207021160,Templestowe Lower,5.9386,https://linked.data.gov.au/dataset/asgsed3/SA2/207021160,14338,14523,14647,14753,14838,14909,14972,15028,15073,15106,15126,0,185,124,106,85,71,63,56,45,33,20,0,185,309,415,500,571,634,690,735,768,788,0,1.290278,0.853818,0.723698,0.576154,0.478501,0.422564,0.374032,0.299441,0.218935,0.132398,0,1.290278,2.155112,2.894406,3.487237,3.982424,4.421816,4.812387,5.126238,5.356396,5.495885,49a22343-1207-4c1e-aa3e-cc6ff247abc5,0.000607184825639706,0.12828482878439
825,207021424,Doncaster East - North,6.403,https://linked.data.gov.au/dataset/asgsed3/SA2/207021424,15778,16199,16504,16797,17075,17341,17585,17808,18011,18195,18355,0,421,305,293,278,266,244,223,203,184,160,0,421,726,1019,1297,1563,1807,2030,2233,2417,2577,0,2.668272,1.882832,1.775327,1.655057,1.557833,1.40707,1.268126,1.139937,1.021598,0.879362,0,2.668272,4.601344,6.45836,8.220307,9.906199,11.452656,12.866016,14.152618,15.318798,16.332869,99180881-828f-496a-8bd5-beca32c2b1f9,0.000654788546853524,0.165091418380263
826,207021425,Doncaster East - South,4.7684,https://linked.data.gov.au/dataset/asgsed3/SA2/207021425,15712,16280,16694,17090,17469,17835,18175,18494,18790,19063,19309,0,568,414,396,379,366,340,319,296,273,246,0,568,982,1378,1757,2123,2463,2782,3078,3351,3597,0,3.615071,2.542998,2.37211,2.217671,2.09514,1.906364,1.755158,1.600519,1.4529,1.290458,0,3.615071,6.25,8.770367,11.182536,13.511965,15.675916,17.706212,19.590122,21.327648,22.89333,5e50303e-6127-4e95-93e7-9f8ecf058443,0.000487783509925066,0.102433645156582
827,207031161,Blackburn,8.6076,https://linked.data.gov.au/dataset/asgsed3/SA2/207031161,22317,22527,22634,22739,22841,22941,23024,23089,23134,23163,23173,0,210,107,105,102,100,83,65,45,29,10,0,210,317,422,524,624,707,772,817,846,856,0,0.940987,0.474986,0.463904,0.448569,0.437809,0.361798,0.282314,0.194898,0.125357,0.043172,0,0.940987,1.420442,1.890935,2.347986,2.796075,3.167989,3.459246,3.660886,3.790832,3.835641,3d5c989c-b05e-4201-a44e-80a07a982e46,0.000880709788816603,0.141451406671188
828,207031162,Blackburn South,3.5966,https://linked.data.gov.au/dataset/asgsed3/SA2/207031162,10943,10960,10936,10918,10895,10873,10850,10822,10790,10752,10709,0,17,-24,-18,-23,-22,-23,-28,-32,-38,-43,0,17,-7,-25,-48,-70,-93,-121,-153,-191,-234,0,0.15535,-0.218978,-0.164594,-0.210661,-0.201927,-0.211533,-0.258065,-0.295694,-0.352178,-0.399926,0,0.15535,-0.063968,-0.228457,-0.438637,-0.639678,-0.849858,-1.10573,-1.398154,-1.745408,-2.138353,ace068b9-5a1c-4218-b957-7259caae4cac,0.000368136215001869,0.0862024166383976
829,207031163,Box Hill,7.0123,https://linked.data.gov.au/dataset/asgsed3/SA2/207031163,23800,25175,26203,27175,28089,28942,29734,30461,31125,31737,32287,0,1375,1028,972,914,853,792,727,664,612,550,0,1375,2403,3375,4289,5142,5934,6661,7325,7937,8487,0,5.777311,4.083416,3.709499,3.363385,3.036776,2.736507,2.445012,2.179837,1.966265,1.732993,0,5.777311,10.096639,14.180672,18.021008,21.605042,24.932773,27.987395,30.777311,33.348739,35.659664,66911785-64fe-4745-a5f9-a5591a24ed77,0.000717642525614792,0.114853186754927
830,207031164,Box Hill North,6.2087,https://linked.data.gov.au/dataset/asgsed3/SA2/207031164,18380,18807,19089,19368,19646,19916,20165,20392,20591,20772,20925,0,427,282,279,278,270,249,227,199,181,153,0,427,709,988,1266,1536,1785,2012,2211,2392,2545,0,2.323177,1.499442,1.461575,1.435357,1.374326,1.250251,1.125713,0.975873,0.879025,0.736568,0,2.323177,3.857454,5.375408,6.887922,8.35691,9.711643,10.946681,12.02938,13.014146,13.846572,c67b4cf9-5aad-44ae-8283-471217a457bd,0.000635154751307709,0.126681057282539
831,207031165,Burwood (Vic.),5.0392,https://linked.data.gov.au/dataset/asgsed3/SA2/207031165,12912,13620,14071,14505,14911,15289,15631,15944,16220,16463,16669,0,708,451,434,406,378,342,313,276,243,206,0,708,1159,1593,1999,2377,2719,3032,3308,3551,3757,0,5.483271,3.311307,3.084358,2.799035,2.535041,2.236902,2.002431,1.731059,1.49815,1.251291,0,5.483271,8.976146,12.337361,15.481722,18.409232,21.057931,23.482032,25.619579,27.501549,29.096964,975872c3-0754-4591-a66f-307b9570eaec,0.000515838599312701,0.113534167782575
832,207031166,Burwood East,4.2629,https://linked.data.gov.au/dataset/asgsed3/SA2/207031166,11088,11588,11960,12311,12650,12967,13271,13548,13800,14035,14249,0,500,372,351,339,317,304,277,252,235,214,0,500,872,1223,1562,1879,2183,2460,2712,2947,3161,0,4.50938,3.210217,2.934783,2.753635,2.505929,2.344413,2.087258,1.860053,1.702899,1.52476,0,4.50938,7.864358,11.029942,14.087302,16.946248,19.687951,22.186147,24.458874,26.578283,28.508297,81fe49b8-f934-4823-b172-26dbc5ca3aee,0.000436349532265012,0.103781328415986
833,207031167,Surrey Hills (East) - Mont Albert,3.3279,https://linked.data.gov.au/dataset/asgsed3/SA2/207031167,10317,10442,10515,10582,10653,10721,10785,10844,10893,10933,10964,0,125,73,67,71,68,64,59,49,40,31,0,125,198,265,336,404,468,527,576,616,647,0,1.211593,0.6991,0.637185,0.670951,0.638318,0.596959,0.547056,0.451863,0.367208,0.283545,0,1.211593,1.919163,2.568576,3.256761,3.915867,4.536202,5.108074,5.583018,5.970728,6.271203,ecbf2bd1-95ab-401e-b74a-0a1ebc5ca2fe,0.000340559646701877,0.0794993823489018
834,208011168,Beaumaris,5.9678,https://linked.data.gov.au/dataset/asgsed3/SA2/208011168,14021,14046,14022,14003,13983,13962,13939,13908,13869,13819,13762,0,25,-24,-19,-20,-21,-23,-31,-39,-50,-57,0,25,1,-18,-38,-59,-82,-113,-152,-202,-259,0,0.178304,-0.170867,-0.135501,-0.142827,-0.150182,-0.164733,-0.222398,-0.280414,-0.360516,-0.412476,0,0.178304,0.007132,-0.128379,-0.271022,-0.420797,-0.584837,-0.805934,-1.084088,-1.440696,-1.847229,c3b93dbc-da26-48ae-9d67-8e8f73d72b9f,0.000612001744684676,0.111205240248428
835,208011169,Brighton (Vic.),8.2004,https://linked.data.gov.au/dataset/asgsed3/SA2/208011169,22906,23018,23040,23070,23102,23139,23169,23181,23177,23154,23109,0,112,22,30,32,37,30,12,-4,-23,-45,0,112,134,164,196,233,263,275,271,248,203,0,0.488955,0.095577,0.130208,0.138708,0.160159,0.129651,0.051793,-0.017256,-0.099236,-0.194351,0,0.488955,0.585,0.71597,0.855671,1.017201,1.148171,1.200559,1.183096,1.082686,0.886231,8b1b4da1-a964-469b-9f2c-561ca85ed0ec,0.000840121280361927,0.134276495977815
836,208011170,Brighton East,5.6083,https://linked.data.gov.au/dataset/asgsed3/SA2/208011170,16717,16938,17088,17230,17357,17477,17588,17690,17777,17857,17923,0,221,150,142,127,120,111,102,87,80,66,0,221,371,513,640,760,871,973,1060,1140,1206,0,1.322008,0.885583,0.830993,0.737086,0.691364,0.63512,0.579941,0.491803,0.45002,0.369603,0,1.322008,2.219298,3.068732,3.828438,4.54627,5.210265,5.820422,6.340851,6.819405,7.214213,3d8754b2-72bc-4cf8-b9b0-ee5c93df46a0,0.000574576881717803,0.116817694709775
837,208011171,Highett (West) - Cheltenham,5.3198,https://linked.data.gov.au/dataset/asgsed3/SA2/208011171,12543,12899,13208,13513,13811,14100,14381,14648,14900,15138,15359,0,356,309,305,298,289,281,267,252,238,221,0,356,665,970,1268,1557,1838,2105,2357,2595,2816,0,2.838236,2.395535,2.309207,2.205284,2.092535,1.992908,1.856616,1.720371,1.597315,1.459902,0,2.838236,5.301762,7.733397,10.109224,12.413298,14.653592,16.782269,18.791358,20.68883,22.450769,31fb4ffc-5d65-46e5-950e-5d9703eb76fe,0.00054533540378543,0.111949612541604
838,208011172,Hampton,5.6847,https://linked.data.gov.au/dataset/asgsed3/SA2/208011172,18496,18671,18760,18851,18944,19027,19098,19156,19198,19222,19233,0,175,89,91,93,83,71,58,42,24,11,0,175,264,355,448,531,602,660,702,726,737,0,0.946151,0.476675,0.485075,0.493343,0.438133,0.373154,0.303697,0.219252,0.125013,0.057226,0,0.946151,1.427336,1.919334,2.422145,2.870891,3.254758,3.568339,3.795415,3.925173,3.984645,4dad983a-4faf-43eb-a4a8-39d3da95e8aa,0.000582633115755016,0.131846994682204
839,208011173,Sandringham - Black Rock,6.4301,https://linked.data.gov.au/dataset/asgsed3/SA2/208011173,17494,17549,17539,17530,17520,17512,17497,17470,17428,17376,17310,0,55,-10,-9,-10,-8,-15,-27,-42,-52,-66,0,55,45,36,26,18,3,-24,-66,-118,-184,0,0.314394,-0.056983,-0.051314,-0.057045,-0.045662,-0.085656,-0.154312,-0.240412,-0.29837,-0.379834,0,0.314394,0.257231,0.205785,0.148622,0.102892,0.017149,-0.13719,-0.377272,-0.674517,-1.051789,f7e48f52-a2f8-49ba-b6d6-90781860ab17,0.000659186807752121,0.16212191190505
840,208021174,Bentleigh - McKinnon,6.2242,https://linked.data.gov.au/dataset/asgsed3/SA2/208021174,25454,26014,26440,26855,27261,27649,28014,28352,28665,28960,29223,0,560,426,415,406,388,365,338,313,295,263,0,560,986,1401,1807,2195,2560,2898,3211,3506,3769,0,2.200047,1.63758,1.569592,1.511823,1.423279,1.32012,1.20654,1.103979,1.02913,0.908149,0,2.200047,3.873654,5.504047,7.099081,8.623399,10.057358,11.385244,12.614913,13.773867,14.807103,9b92fce7-541c-4d1f-a058-bc7fd9a89d42,0.000637799112155335,0.100319308352268
841,208021176,Carnegie,3.8045,https://linked.data.gov.au/dataset/asgsed3/SA2/208021176,18918,19582,20043,20496,20933,21348,21734,22086,22406,22694,22943,0,664,461,453,437,415,386,352,320,288,249,0,664,1125,1578,2015,2430,2816,3168,3488,3776,4025,0,3.509885,2.354203,2.260141,2.132123,1.982516,1.808132,1.619582,1.448882,1.28537,1.097206,0,3.509885,5.946717,8.341262,10.651232,12.84491,14.885294,16.745956,18.437467,19.959827,21.276033,6b150aa7-4646-4bee-89e9-0d9a9cf0bcb5,0.000389701910535223,0.0861396009955301
842,208021177,Caulfield - North,6.4189,https://linked.data.gov.au/dataset/asgsed3/SA2/208021177,23039,23684,24194,24679,25142,25575,25978,26349,26689,27009,27306,0,645,510,485,463,433,403,371,340,320,297,0,645,1155,1640,2103,2536,2939,3310,3650,3970,4267,0,2.799601,2.153352,2.004629,1.876089,1.722218,1.575758,1.428131,1.290372,1.198996,1.099633,0,2.799601,5.013238,7.118365,9.128,11.007422,12.75663,14.366943,15.842702,17.231651,18.520769,ad4ac287-b1ab-4522-bf8d-96ff924de6e3,0.000657330163448933,0.131347925748308
843,208021178,Caulfield - South,4.7426,https://linked.data.gov.au/dataset/asgsed3/SA2/208021178,18226,18473,18628,18775,18918,19059,19186,19296,19388,19461,19515,0,247,155,147,143,141,127,110,92,73,54,0,247,402,549,692,833,960,1070,1162,1235,1289,0,1.355207,0.839062,0.789135,0.761651,0.745322,0.666352,0.573335,0.476783,0.376522,0.277478,0,1.355207,2.20564,3.01218,3.796774,4.570394,5.267201,5.870734,6.375508,6.776034,7.072314,b8ab80f5-8342-466c-9c19-dcd6c5884281,0.000485727261548163,0.0864099018167681
844,208021179,Elsternwick,2.8616,https://linked.data.gov.au/dataset/asgsed3/SA2/208021179,12111,12265,12365,12463,12562,12664,12757,12838,12905,12957,12997,0,154,100,98,99,102,93,81,67,52,40,0,154,254,352,451,553,646,727,794,846,886,0,1.271571,0.815328,0.79256,0.794351,0.811973,0.734365,0.634946,0.521888,0.402945,0.308713,0,1.271571,2.097267,2.906449,3.723887,4.566097,5.333994,6.002807,6.556023,6.985385,7.315663,16828d8e-8dbe-4a15-824a-d8e7039aa294,0.00029309633646335,0.0719566663200801
845,208021180,Hughesdale,2.0095,https://linked.data.gov.au/dataset/asgsed3/SA2/208021180,7657,7806,7892,7974,8056,8132,8199,8259,8313,8356,8396,0,149,86,82,82,76,67,60,54,43,40,0,149,235,317,399,475,542,602,656,699,739,0,1.945932,1.101717,1.039027,1.028342,0.943396,0.823906,0.731797,0.653832,0.517262,0.478698,0,1.945932,3.069087,4.140003,5.210918,6.203474,7.07849,7.862087,8.567324,9.128902,9.651299,8df30b53-78a9-4ed7-987d-46e6cc562525,0.000205863615065027,0.0614650993365401
846,208021181,Murrumbeena,2.5148,https://linked.data.gov.au/dataset/asgsed3/SA2/208021181,9538,9733,9869,10003,10136,10267,10389,10500,10597,10691,10771,0,195,136,134,133,131,122,111,97,94,80,0,195,331,465,598,729,851,962,1059,1153,1233,0,2.044454,1.397308,1.357787,1.329601,1.292423,1.188273,1.068438,0.92381,0.887044,0.748293,0,2.044454,3.470329,4.875236,6.269658,7.643112,8.922206,10.085972,11.102957,12.088488,12.927238,da6b53a2-a93c-4c41-92ca-2f075d98a81a,0.000257594135746331,0.0722012876875484
847,208021182,Ormond - Glen Huntly,2.9371,https://linked.data.gov.au/dataset/asgsed3/SA2/208021182,13409,13823,14087,14353,14629,14896,15147,15372,15571,15749,15905,0,414,264,266,276,267,251,225,199,178,156,0,414,678,944,1220,1487,1738,1963,2162,2340,2496,0,3.087479,1.90986,1.888266,1.922943,1.825142,1.685016,1.485443,1.294562,1.143151,0.990539,0,3.087479,5.056305,7.040048,9.098367,11.089567,12.961444,14.639421,16.123499,17.450966,18.614363,420b3748-7801-4726-aa76-a92522adea29,0.000300849338600528,0.0997129881446911
848,208021426,Bentleigh East - North,4.5989,https://linked.data.gov.au/dataset/asgsed3/SA2/208021426,16888,17282,17588,17886,18180,18463,18728,18983,19224,19452,19663,0,394,306,298,294,283,265,255,241,228,211,0,394,700,998,1292,1575,1840,2095,2336,2564,2775,0,2.333018,1.770628,1.694337,1.643744,1.556656,1.435303,1.361598,1.269557,1.186017,1.084721,0,2.333018,4.144955,5.909522,7.650403,9.326149,10.89531,12.405258,13.832307,15.182378,16.431786,0fcb14c4-daf6-4ad2-a6aa-d5eb1002c8ae,0.000471205536086927,0.0932315746843928
849,208021427,Bentleigh East - South,4.5882,https://linked.data.gov.au/dataset/asgsed3/SA2/208021427,14111,14308,14451,14587,14720,14851,14977,15091,15196,15287,15368,0,197,143,136,133,131,126,114,105,91,81,0,197,340,476,609,740,866,980,1085,1176,1257,0,1.396074,0.999441,0.941111,0.911771,0.889946,0.848428,0.761167,0.695779,0.598842,0.529862,0,1.396074,2.409468,3.373255,4.315782,5.244136,6.137056,6.944937,7.689037,8.333924,8.907944,28c80be1-32f4-4d70-9bb7-d6c67d629773,0.000470165490241925,0.093220103803851
850,208031183,Aspendale Gardens - Waterways,5.3073,https://linked.data.gov.au/dataset/asgsed3/SA2/208031183,8909,8943,8951,8962,8977,8993,9000,9003,9000,8990,8975,0,34,8,11,15,16,7,3,-3,-10,-15,0,34,42,53,68,84,91,94,91,81,66,0,0.381637,0.089455,0.122891,0.167373,0.178233,0.077838,0.033333,-0.033322,-0.111111,-0.166852,0,0.381637,0.471433,0.594904,0.763273,0.942867,1.021439,1.055113,1.021439,0.909193,0.740824,5cf1e630-1f59-45e9-8b27-db47172edd3c,0.000544518241440528,0.107479744656201
851,208031184,Braeside,9.0819,https://linked.data.gov.au/dataset/asgsed3/SA2/208031184,28,28,28,28,28,28,28,28,28,28,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2a56d012-3e8d-4ada-82e9-1ce8434a1fe4,0.000931543991100625,0.151829698550703
852,208031185,Carrum - Patterson Lakes,5.8242,https://linked.data.gov.au/dataset/asgsed3/SA2/208031185,12169,12287,12372,12447,12519,12586,12646,12698,12737,12768,12789,0,118,85,75,72,67,60,52,39,31,21,0,118,203,278,350,417,477,529,568,599,620,0,0.969677,0.691788,0.606208,0.578453,0.535187,0.47672,0.411197,0.307135,0.243385,0.164474,0,0.969677,1.668173,2.284493,2.876161,3.42674,3.919796,4.347112,4.667598,4.922344,5.094913,5b62838e-5978-4acd-9462-b4e826658428,0.000598056763465138,0.131113245790212
853,208031186,Chelsea - Bonbeach,5.423,https://linked.data.gov.au/dataset/asgsed3/SA2/208031186,15351,15537,15671,15797,15908,16010,16103,16179,16242,16291,16326,0,186,134,126,111,102,93,76,63,49,35,0,186,320,446,557,659,752,828,891,940,975,0,1.211647,0.862457,0.804033,0.702665,0.641187,0.580887,0.471962,0.389394,0.301687,0.214843,0,1.211647,2.084555,2.905348,3.628428,4.29288,4.898704,5.393785,5.804182,6.12338,6.351378,ad9aeca6-ca51-486f-bfdd-d8cf8f1ce7ad,0.000556685701667448,0.0998626391418546
854,208031187,Chelsea Heights,3.1958,https://linked.data.gov.au/dataset/asgsed3/SA2/208031187,5373,5399,5412,5425,5433,5440,5444,5444,5439,5430,5418,0,26,13,13,8,7,4,0,-5,-9,-12,0,26,39,52,60,67,71,71,66,57,45,0,0.483901,0.240785,0.240207,0.147465,0.128842,0.073529,0,-0.091844,-0.165472,-0.220994,0,0.483901,0.725851,0.967802,1.116695,1.246976,1.321422,1.321422,1.228364,1.06086,0.837521,d5513003-8152-4680-8381-67ca9301247e,0.000327951115195901,0.0770660171814581
855,208031188,Highett (East) - Cheltenham ,8.7376,https://linked.data.gov.au/dataset/asgsed3/SA2/208031188,24538,24980,25304,25611,25904,26183,26440,26678,26887,27074,27237,0,442,324,307,293,279,257,238,209,187,163,0,442,766,1073,1366,1645,1902,2140,2349,2536,2699,0,1.801288,1.297038,1.213247,1.14404,1.077054,0.981553,0.900151,0.783417,0.695503,0.602054,0,1.801288,3.121689,4.37281,5.566876,6.703888,7.751243,8.721167,9.572907,10.334991,10.999266,500733f1-fcf0-48fd-aff7-c94a0c7821e4,0.000895705288257886,0.155957232827217
856,208031189,Edithvale - Aspendale,5.1001,https://linked.data.gov.au/dataset/asgsed3/SA2/208031189,13653,13765,13837,13909,13975,14036,14093,14138,14178,14208,14229,0,112,72,72,66,61,57,45,40,30,21,0,112,184,256,322,383,440,485,525,555,576,0,0.820333,0.523066,0.520344,0.474513,0.436494,0.406099,0.319307,0.282925,0.211595,0.147804,0,0.820333,1.347689,1.875046,2.358456,2.805244,3.222735,3.552333,3.845309,4.065041,4.218853,e0b0c155-bd08-4af7-ac62-97182d269f1b,0.000523366001743852,0.124604558593105
857,208031190,Mentone,4.45,https://linked.data.gov.au/dataset/asgsed3/SA2/208031190,13361,13458,13497,13536,13571,13607,13636,13655,13663,13662,13646,0,97,39,39,35,36,29,19,8,-1,-16,0,97,136,175,210,246,275,294,302,301,285,0,0.725994,0.28979,0.288953,0.25857,0.265272,0.213126,0.139337,0.058587,-0.007319,-0.117113,0,0.725994,1.017888,1.309782,1.571739,1.84118,2.058229,2.200434,2.26031,2.252825,2.133074,4c6bbe97-f360-4208-97ad-dab72b46e8a6,0.000456296858828864,0.127341368925847
